# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:EB                     7:TB                     8:phiphi                 9:TPhi                  10:Ephi               
  607       2.919629633197e-10       2.942435788134e-12       3.724361007579e-12       1.092758858130e-14      -4.801992337609e-14      -9.793154859594e-14       3.637630758945e-14       3.245843962703e-15      -4.685135091112e-16 
  608       2.907476418561e-10       2.983207794698e-12       3.671399420439e-12       1.095389386132e-14      -4.893411745162e-14      -9.846704922984e-14       3.616084845111e-14       3.269662555211e-15      -4.745695043785e-16 
  609       2.895354578187e-10       3.024008743894e-12       3.614152811237e-12       1.098038743082e-14      -4.985738865260e-14      -9.889058349606e-14       3.594701467587e-14       3.293544194963e-15      -4.805304457247e-16 
  610       2.883271021921e-10       3.064821255402e-12       3.552627568164e-12       1.100706927058e-14      -5.078942121038e-14      -9.920091376521e-14       3.573478883224e-14       3.317496566343e-15      -4.863955441984e-16 
  611       2.871232739468e-10       3.105627732913e-12       3.486830552667e-12       1.103393934449e-14      -5.172989468197e-14      -9.939679716895e-14       3.552415297916e-14       3.341527455684e-15      -4.921640118767e-16 
  612       2.859246800701e-10       3.146410363270e-12       3.416769101904e-12       1.106099759950e-14      -5.267848393039e-14      -9.947698559353e-14       3.531508866353e-14       3.365644751698e-15      -4.978350618862e-16 
  613       2.847320355960e-10       3.187151115607e-12       3.342451031186e-12       1.108824396544e-14      -5.363485910507e-14      -9.944022567349e-14       3.510757691752e-14       3.389856445890e-15      -5.034079084239e-16 
  614       2.835460636366e-10       3.227831740498e-12       3.263884636427e-12       1.111567835500e-14      -5.459868562222e-14      -9.928525878521e-14       3.490159825612e-14       3.414170632984e-15      -5.088817667783e-16 
  615       2.823674954121e-10       3.268433769089e-12       3.181078696598e-12       1.114330066361e-14      -5.556962414515e-14      -9.901082104057e-14       3.469713267451e-14       3.438595511349e-15      -5.142558533503e-16 
  616       2.811970702813e-10       3.308938512249e-12       3.094042476169e-12       1.117111076934e-14      -5.654733056468e-14      -9.861564328054e-14       3.449415964549e-14       3.463139383417e-15      -5.195293856746e-16 
  617       2.800355357728e-10       3.349327059702e-12       3.002785727560e-12       1.119910853280e-14      -5.753145597949e-14      -9.809845106881e-14       3.429265811696e-14       3.487810656107e-15      -5.247015824403e-16 
  618       2.788836476151e-10       3.389580279178e-12       2.907318693592e-12       1.122729379708e-14      -5.852164667650e-14      -9.745796468542e-14       3.409260650932e-14       3.512617841246e-15      -5.297716635122e-16 
  619       2.777421697671e-10       3.429678815546e-12       2.807652109934e-12       1.125566638760e-14      -5.951754411121e-14      -9.669289912035e-14       3.389398271290e-14       3.537569555996e-15      -5.347388499517e-16 
  620       2.766118744491e-10       3.469603089962e-12       2.703797207550e-12       1.128422611208e-14      -6.051878488809e-14      -9.580196406716e-14       3.369676408543e-14       3.562674523273e-15      -5.396023640379e-16 
  621       2.754935421729e-10       3.509333299008e-12       2.595765715151e-12       1.131297276037e-14      -6.152500074092e-14      -9.478386391660e-14       3.350092744944e-14       3.587941572168e-15      -5.443614292885e-16 
  622       2.743878815959e-10       3.548850915613e-12       2.483577007005e-12       1.134190555353e-14      -6.253582723625e-14      -9.363761552887e-14       3.330645246156e-14       3.613376576921e-15      -5.490154672739e-16 
  623       2.732952869590e-10       3.588143232166e-12       2.367279725289e-12       1.137102147669e-14      -6.355093014722e-14      -9.236350973753e-14       3.311333181218e-14       3.638973194228e-15      -5.535646930776e-16 
  624       2.722160750267e-10       3.627198922131e-12       2.246930669090e-12       1.140031690695e-14      -6.456997965874e-14      -9.096217235664e-14       3.292156125967e-14       3.664721909783e-15      -5.580095338264e-16 
  625       2.711505647556e-10       3.666006547509e-12       2.122587699545e-12       1.142978816043e-14      -6.559264168346e-14      -8.943424853279e-14       3.273113627859e-14       3.690613079567e-15      -5.623504332415e-16 
  626       2.700990773002e-10       3.704554558445e-12       1.994309744501e-12       1.145943149202e-14      -6.661857784482e-14      -8.778040283715e-14       3.254205205823e-14       3.716636929323e-15      -5.665878517209e-16 
  627       2.690619360182e-10       3.742831292832e-12       1.862156803176e-12       1.148924309512e-14      -6.764744546013e-14      -8.600131935746e-14       3.235430350103e-14       3.742783554029e-15      -5.707222664214e-16 
  628       2.680394664768e-10       3.780824975919e-12       1.726189950822e-12       1.151921910139e-14      -6.867889752365e-14      -8.409770179010e-14       3.216788522111e-14       3.769042917372e-15      -5.747541713402e-16 
  629       2.670319964580e-10       3.818523719920e-12       1.586471343385e-12       1.154935558044e-14      -6.971258268964e-14      -8.207027353209e-14       3.198279154272e-14       3.795404851225e-15      -5.786840773972e-16 
  630       2.660398559648e-10       3.855915523615e-12       1.443064222167e-12       1.157964853963e-14      -7.074814525543e-14      -7.991977777310e-14       3.179901649872e-14       3.821859055120e-15      -5.825125125170e-16 
  631       2.650633772264e-10       3.892988271962e-12       1.296032918487e-12       1.161009392373e-14      -7.178522514448e-14      -7.764697758750e-14       3.161655382906e-14       3.848395095721e-15      -5.862400217105e-16 
  632       2.641028947045e-10       3.929729735703e-12       1.145442858343e-12       1.164068761474e-14      -7.282345788947e-14      -7.525265602639e-14       3.143539697930e-14       3.875002406303e-15      -5.898671671573e-16 
  633       2.631587450985e-10       3.966127570967e-12       9.913605670728e-13       1.167142543153e-14      -7.386247461537e-14      -7.273761620959e-14       3.125553909900e-14       3.901670286221e-15      -5.933945282875e-16 
  634       2.622312673518e-10       4.002169318880e-12       8.338536740166e-13       1.170230312965e-14      -7.490190202246e-14      -7.010268141771e-14       3.107697304028e-14       3.928387900388e-15      -5.968227018635e-16 
  635       2.613208026572e-10       4.037842405169e-12       6.729909171771e-13       1.173331640104e-14      -7.594136236946e-14      -6.734869518414e-14       3.089969135628e-14       3.955144278749e-15      -6.001523020622e-16 
  636       2.604276944627e-10       4.073134139772e-12       5.088421478816e-13       1.176446087376e-14      -7.698047345655e-14      -6.447652138708e-14       3.072368629961e-14       3.981928315755e-15      -6.033839605570e-16 
  637       2.595522884772e-10       4.108031716443e-12       3.414783354433e-13       1.179573211171e-14      -7.801884860847e-14      -6.148704434158e-14       3.054894982086e-14       4.008728769837e-15      -6.065183265996e-16 
  638       2.586949326766e-10       4.142522212355e-12       1.709715718227e-13       1.182712561440e-14      -7.905609665755e-14      -5.838116889157e-14       3.037547356706e-14       4.035534262883e-15      -6.095560671021e-16 
  639       2.578559773091e-10       4.176592587714e-12      -2.604923710992e-15       1.185863681667e-14      -8.009182192682e-14      -5.515982050186e-14       3.020324888018e-14       4.062333279707e-15      -6.124978667187e-16 
  640       2.570357749010e-10       4.210229685358e-12      -1.791767999182e-13       1.189026108841e-14      -8.112562421306e-14      -5.182394535016e-14       3.003226679557e-14       4.089114167532e-15      -6.153444279283e-16 
  641       2.562346802627e-10       4.243420230370e-12      -3.586685689279e-13       1.192199373432e-14      -8.215709876985e-14      -4.837451041916e-14       2.986251804050e-14       4.115865135455e-15      -6.180964711156e-16 
  642       2.554530504945e-10       4.276150829681e-12      -5.410036015760e-13       1.195382999361e-14      -8.318583629067e-14      -4.481250358849e-14       2.969399303257e-14       4.142574253930e-15      -6.207547346539e-16 
  643       2.546912449920e-10       4.308407971675e-12      -7.261041227438e-13       1.198576503979e-14      -8.421142289194e-14      -4.113893372678e-14       2.952668187825e-14       4.169229454236e-15      -6.233199749865e-16 
  644       2.539496254519e-10       4.340178025802e-12      -9.138912066969e-13       1.201779398034e-14      -8.523344009611e-14      -3.735483078367e-14       2.936057437131e-14       4.195818527956e-15      -6.257929667089e-16 
  645       2.532285558780e-10       4.371447242176e-12      -1.104284772423e-12       1.204991185649e-14      -8.625146481470e-14      -3.346124588186e-14       2.919565999133e-14       4.222329126448e-15      -6.281745026510e-16 
  646       2.525284025870e-10       4.402201751191e-12      -1.297203578973e-12       1.208211364295e-14      -8.726506933140e-14      -2.945925140911e-14       2.903192790217e-14       4.248748760322e-15      -6.304653939583e-16 
  647       2.518495342137e-10       4.432427563120e-12      -1.492565220794e-12       1.211439424761e-14      -8.827382128510e-14      -2.534994111027e-14       2.886936695045e-14       4.275064798915e-15      -6.326664701749e-16 
  648       2.511923217174e-10       4.462110567724e-12      -1.690286123075e-12       1.214674851133e-14      -8.927728365300e-14      -2.113443017929e-14       2.870796566403e-14       4.301264469763e-15      -6.347785793248e-16 
  649       2.505571383872e-10       4.491236533860e-12      -1.890281537080e-12       1.217917120763e-14      -9.027501473365e-14      -1.681385535131e-14       2.854771225047e-14       4.327334858075e-15      -6.368025879938e-16 
  650       2.499443598480e-10       4.519791109087e-12      -2.092465535489e-12       1.221165704244e-14      -9.126656813002e-14      -1.238937499459e-14       2.838859459555e-14       4.353262906213e-15      -6.387393814121e-16 
  651       2.493543640661e-10       4.547759819272e-12      -2.296751007737e-12       1.224420065384e-14      -9.225149273257e-14      -7.862169202603e-15       2.823060026170e-14       4.379035413159e-15      -6.405898635355e-16 
  652       2.487875313551e-10       4.575128068196e-12      -2.503049655349e-12       1.227679661178e-14      -9.322933270232e-14      -3.233439886042e-15       2.807371648652e-14       4.404639033996e-15      -6.423549571281e-16 
  653       2.482442443815e-10       4.601881137162e-12      -2.711271987285e-12       1.230943941784e-14      -9.419962745392e-14       1.495589135162e-15       2.791793018125e-14       4.430060279379e-15      -6.440356038437e-16 
  654       2.477248881705e-10       4.628004184602e-12      -2.921327315272e-12       1.234212350494e-14      -9.516191163872e-14       6.323672039810e-15       2.776322792921e-14       4.455285515009e-15      -6.456327643080e-16 
  655       2.472298501117e-10       4.653482245682e-12      -3.133123749146e-12       1.237484323709e-14      -9.611571512781e-14       1.124954091341e-14       2.760959598435e-14       4.480300961110e-15      -6.471474182006e-16 
  656       2.467595199650e-10       4.678300231908e-12      -3.346568192191e-12       1.240759290911e-14      -9.706056299513e-14       1.627190565615e-14       2.745702026965e-14       4.505092691903e-15      -6.485805643371e-16 
  657       2.463142898662e-10       4.702442930736e-12      -3.561566336475e-12       1.244036674639e-14      -9.799597550052e-14       2.138945389087e-14       2.730548637568e-14       4.529646635077e-15      -6.499332207506e-16 
  658       2.458945543328e-10       4.725895005176e-12      -3.778022658191e-12       1.247315890459e-14      -9.892146807275e-14       2.660085087107e-14       2.715497955899e-14       4.553948571269e-15      -6.512064247741e-16 
  659       2.455007102698e-10       4.748640993399e-12      -3.995840412995e-12       1.250596346941e-14      -9.983655129267e-14       3.190473938881e-14       2.700548474068e-14       4.577984133535e-15      -6.524012331226e-16 
  660       2.451331569754e-10       4.770665308342e-12      -4.214921631343e-12       1.253877445630e-14      -1.007407308762e-13       3.729973968277e-14       2.685698650481e-14       4.601738806825e-15      -6.535187219744e-16 
  661       2.447922182410e-10       4.791954448058e-12      -4.435170596081e-12       1.257158587239e-14      -1.016335534164e-13       4.278434726966e-14       2.670947126749e-14       4.625200304892e-15      -6.545597956857e-16 
  662       2.444779067554e-10       4.812503681054e-12      -4.656504368822e-12       1.260439190434e-14      -1.025147447511e-13       4.835662415189e-14       2.656293383961e-14       4.648365759618e-15      -6.555246081349e-16 
  663       2.441901545166e-10       4.832310507592e-12      -4.878842486474e-12       1.263718673408e-14      -1.033840746132e-13       5.401450061845e-14       2.641737100581e-14       4.671234689188e-15      -6.564131287801e-16 
  664       2.439288902518e-10       4.851372462520e-12      -5.102103496310e-12       1.266996447681e-14      -1.042413111431e-13       5.975587658510e-14       2.627277936608e-14       4.693806635132e-15      -6.572253329006e-16 
  665       2.436940394014e-10       4.869687115476e-12      -5.326204952258e-12       1.270271918069e-14      -1.050862208850e-13       6.557862147438e-14       2.612915533486e-14       4.716081162458e-15      -6.579612016267e-16 
  666       2.434855241037e-10       4.887252071106e-12      -5.551063411198e-12       1.273544482665e-14      -1.059185687821e-13       7.148057409556e-14       2.598649514007e-14       4.738057859771e-15      -6.586207219695e-16 
  667       2.433032631791e-10       4.904064969275e-12      -5.776594429256e-12       1.276813532810e-14      -1.067381181719e-13       7.745954252463e-14       2.584479482222e-14       4.759736339405e-15      -6.592038868496e-16 
  668       2.431471721145e-10       4.920123485280e-12      -6.002712558092e-12       1.280078453069e-14      -1.075446307828e-13       8.351330398429e-14       2.570405023349e-14       4.781116237548e-15      -6.597106951276e-16 
  669       2.430171630478e-10       4.935425330065e-12      -6.229331341202e-12       1.283338621207e-14      -1.083378667286e-13       8.963960472394e-14       2.556425703674e-14       4.802197214368e-15      -6.601411516326e-16 
  670       2.429131447521e-10       4.949968250430e-12      -6.456363310204e-12       1.286593408166e-14      -1.091175845048e-13       9.583615989963e-14       2.542541070469e-14       4.822978954141e-15      -6.604952671924e-16 
  671       2.428350226203e-10       4.963750029246e-12      -6.683719981135e-12       1.289842178035e-14      -1.098835409842e-13       1.021006534541e-13       2.528750651888e-14       4.843461165372e-15      -6.607730586628e-16 
  672       2.427826986492e-10       4.976768485669e-12      -6.911311850745e-12       1.293084288030e-14      -1.106354914121e-13       1.084307379966e-13       2.515053956885e-14       4.863643580931e-15      -6.609745489568e-16 
  673       2.427560714243e-10       4.989021475351e-12      -7.139048392788e-12       1.296319088467e-14      -1.113731894024e-13       1.148240346832e-13       2.501450475113e-14       4.883525958171e-15      -6.610997670746e-16 
  674       2.427550361038e-10       5.000506890653e-12      -7.366838054318e-12       1.299545922739e-14      -1.120963869327e-13       1.212781330964e-13       2.487939676835e-14       4.903108079057e-15      -6.611487481326e-16 
  675       2.427794844030e-10       5.011222660858e-12      -7.594588251982e-12       1.302764127287e-14      -1.128048343407e-13       1.277905911253e-13       2.474521012834e-14       4.922389750296e-15      -6.611215333934e-16 
  676       2.428293045790e-10       5.021166752387e-12      -7.822205368312e-12       1.305973031582e-14      -1.134982803187e-13       1.343589348457e-13       2.461193914314e-14       4.941370803459e-15      -6.610181702946e-16 
  677       2.429043814148e-10       5.030337169006e-12      -8.049594748021e-12       1.309171958093e-14      -1.141764719103e-13       1.409806583997e-13       2.447957792814e-14       4.960051095108e-15      -6.608387124790e-16 
  678       2.430045962039e-10       5.038731952044e-12      -8.276660694294e-12       1.312360222267e-14      -1.148391545055e-13       1.476532238763e-13       2.434812040110e-14       4.978430506925e-15      -6.605832198239e-16 
  679       2.431298267343e-10       5.046349180602e-12      -8.503306465083e-12       1.315537132501e-14      -1.154860718362e-13       1.543740611905e-13       2.421756028128e-14       4.996508945837e-15      -6.602517584701e-16 
  680       2.432799472733e-10       5.053186971770e-12      -8.729434269399e-12       1.318701990121e-14      -1.161169659720e-13       1.611405679643e-13       2.408789108846e-14       5.014286344142e-15      -6.598444008520e-16 
  681       2.434548285519e-10       5.059243480836e-12      -8.954945263610e-12       1.321854089354e-14      -1.167315773159e-13       1.679501094058e-13       2.395910614204e-14       5.031762659637e-15      -6.593612257270e-16 
  682       2.436543377486e-10       5.064516901500e-12      -9.179739547729e-12       1.324992717305e-14      -1.173296445999e-13       1.748000181897e-13       2.383119856012e-14       5.048937875741e-15      -6.588023182045e-16 
  683       2.438783384746e-10       5.069005466090e-12      -9.403716161708e-12       1.328117153928e-14      -1.179109048804e-13       1.816875943372e-13       2.370416125856e-14       5.065812001626e-15      -6.581677697762e-16 
  684       2.441266907575e-10       5.072707445769e-12      -9.626773081737e-12       1.331226672010e-14      -1.184750935340e-13       1.886101050959e-13       2.357798695007e-14       5.082385072343e-15      -6.574576783447e-16 
  685       2.443992510261e-10       5.075621150754e-12      -9.848807216532e-12       1.334320537136e-14      -1.190219442530e-13       1.955647848196e-13       2.345266814327e-14       5.098657148942e-15      -6.566721482538e-16 
  686       2.446958720947e-10       5.077744930523e-12      -1.006971440363e-11       1.337398007671e-14      -1.195511890412e-13       2.025488348487e-13       2.332819714176e-14       5.114628318609e-15      -6.558112903174e-16 
  687       2.450164031472e-10       5.079077174034e-12      -1.028938940568e-11       1.340458334734e-14      -1.200625582093e-13       2.095594233899e-13       2.320456604321e-14       5.130298694782e-15      -6.548752218493e-16 
  688       2.453606897219e-10       5.079616309933e-12      -1.050772590675e-11       1.343500762171e-14      -1.205557803708e-13       2.165936853963e-13       2.308176673844e-14       5.145668417287e-15      -6.538640666926e-16 
  689       2.457285736957e-10       5.079360806767e-12      -1.072461650860e-11       1.346524526531e-14      -1.210305824371e-13       2.236487224472e-13       2.295979091045e-14       5.160737652455e-15      -6.527779552492e-16 
  690       2.461198932684e-10       5.078309173202e-12      -1.093995272698e-11       1.349528857043e-14      -1.214866896138e-13       2.307216026284e-13       2.283863003357e-14       5.175506593257e-15      -6.516170245093e-16 
  691       2.465344829473e-10       5.076459958230e-12      -1.115362498795e-11       1.352512975589e-14      -1.219238253957e-13       2.378093604117e-13       2.271827537244e-14       5.189975459426e-15      -6.503814180809e-16 
  692       2.469721735312e-10       5.073811751385e-12      -1.136552262413e-11       1.355476096681e-14      -1.223417115629e-13       2.449089965355e-13       2.259871798119e-14       5.204144497583e-15      -6.490712862193e-16 
  693       2.474327920953e-10       5.070363182954e-12      -1.157553387103e-11       1.358417427434e-14      -1.227400681761e-13       2.520174778843e-13       2.247994870240e-14       5.218013981366e-15      -6.476867858565e-16 
  694       2.479161619752e-10       5.066112924193e-12      -1.178354586332e-11       1.361336167544e-14      -1.231186135723e-13       2.591317373688e-13       2.236195816628e-14       5.231584211555e-15      -6.462280806309e-16 
  695       2.484221027513e-10       5.061059687536e-12      -1.198944463115e-11       1.364231509259e-14      -1.234770643605e-13       2.662486738060e-13       2.224473678968e-14       5.244855516198e-15      -6.446953409164e-16 
  696       2.489504302336e-10       5.055202226810e-12      -1.219311509640e-11       1.367102637361e-14      -1.238151354171e-13       2.733651517991e-13       2.212827477517e-14       5.257828250739e-15      -6.430887438523e-16 
  697       2.495009564455e-10       5.048539337448e-12      -1.239444106902e-11       1.369948729133e-14      -1.241325398818e-13       2.804780016175e-13       2.201256211014e-14       5.270502798143e-15      -6.414084733729e-16 
  698       2.500734896085e-10       5.041069856702e-12      -1.259330524330e-11       1.372768954340e-14      -1.244289891530e-13       2.875840190766e-13       2.189758856586e-14       5.282879569025e-15      -6.396547202362e-16 
  699       2.506678341265e-10       5.032792663854e-12      -1.278958919416e-11       1.375562475202e-14      -1.247041928837e-13       2.946799654182e-13       2.178334369655e-14       5.294959001772e-15      -6.378276820542e-16 
  700       2.512837614650e-10       5.023708239611e-12      -1.298318492895e-11       1.378328524154e-14      -1.249579148377e-13       3.017627524229e-13       2.166981826515e-14       5.306741391200e-15      -6.359276927828e-16 
  701       2.519209221531e-10       5.013823379503e-12      -1.317402981428e-11       1.381066638943e-14      -1.251901417458e-13       3.088300022226e-13       2.155700855512e-14       5.318226370344e-15      -6.339556140913e-16 
  702       2.525789319178e-10       5.003146579085e-12      -1.336207236939e-11       1.383776432380e-14      -1.254009179586e-13       3.158794989117e-13       2.144491214662e-14       5.329413418118e-15      -6.319124522036e-16 
  703       2.532574005999e-10       4.991686484245e-12      -1.354726077565e-11       1.386457514994e-14      -1.255902899132e-13       3.229090042957e-13       2.133352649739e-14       5.340302029904e-15      -6.297992292368e-16 
  704       2.539559321319e-10       4.979451891797e-12      -1.372954287571e-11       1.389109495020e-14      -1.257583061423e-13       3.299162578166e-13       2.122284894215e-14       5.350891717629e-15      -6.276169832625e-16 
  705       2.546741245151e-10       4.966451750077e-12      -1.390886617259e-11       1.391731978403e-14      -1.259050172836e-13       3.368989764783e-13       2.111287669205e-14       5.361182009856e-15      -6.253667683680e-16 
  706       2.554115697965e-10       4.952695159532e-12      -1.408517782882e-11       1.394324568783e-14      -1.260304760893e-13       3.438548547714e-13       2.100360683406e-14       5.371172451863e-15      -6.230496547173e-16 
  707       2.561678540466e-10       4.938191373320e-12      -1.425842466554e-11       1.396886867496e-14      -1.261347374349e-13       3.507815645991e-13       2.089503633044e-14       5.380862605730e-15      -6.206667286122e-16 
  708       2.569425573365e-10       4.922949797902e-12      -1.442855316164e-11       1.399418473564e-14      -1.262178583290e-13       3.576767552020e-13       2.078716201812e-14       5.390252050425e-15      -6.182190925537e-16 
  709       2.577352537149e-10       4.906979993633e-12      -1.459550945286e-11       1.401918983691e-14      -1.262798979222e-13       3.645380530836e-13       2.067998060813e-14       5.399340381886e-15      -6.157078653030e-16 
  710       2.585455111857e-10       4.890291675363e-12      -1.475923933094e-11       1.404387992258e-14      -1.263209175164e-13       3.713630619355e-13       2.057348868506e-14       5.408127213107e-15      -6.131341819426e-16 
  711       2.593728916852e-10       4.872894713025e-12      -1.491968824269e-11       1.406825091314e-14      -1.263409805745e-13       3.781493625628e-13       2.046768270642e-14       5.416612174220e-15      -6.104991939375e-16 
  712       2.602169510591e-10       4.854799132230e-12      -1.507680128916e-11       1.409229870574e-14      -1.263401527290e-13       3.848945128092e-13       2.036255900213e-14       5.424794912585e-15      -6.078040691964e-16 
  713       2.610772390401e-10       4.836015114866e-12      -1.523052322473e-11       1.411601917412e-14      -1.263185017917e-13       3.915960474826e-13       2.025811377389e-14       5.432675092869e-15      -6.050499921329e-16 
  714       2.619532992251e-10       4.816552999686e-12      -1.538079845624e-11       1.413940816852e-14      -1.262760977632e-13       3.982514782798e-13       2.015434309464e-14       5.440252397133e-15      -6.022381637264e-16 
  715       2.628446690523e-10       4.796423282907e-12      -1.552757104209e-11       1.416246151569e-14      -1.262130128416e-13       4.048582937125e-13       2.005124290795e-14       5.447526524916e-15      -5.993698015836e-16 
  716       2.637508797785e-10       4.775636618799e-12      -1.567078469140e-11       1.418517501876e-14      -1.261293214320e-13       4.114139590320e-13       1.994880902748e-14       5.454497193322e-15      -5.964461399992e-16 
  717       2.646714564567e-10       4.754203820286e-12      -1.581038276309e-11       1.420754445722e-14      -1.260251001561e-13       4.179159161547e-13       1.984703713637e-14       5.461164137099e-15      -5.934684300177e-16 
  718       2.656059179127e-10       4.732135859534e-12      -1.594630826502e-11       1.422956558687e-14      -1.259004278612e-13       4.243615835876e-13       1.974592278669e-14       5.467527108730e-15      -5.904379394939e-16 
  719       2.665537767233e-10       4.709443868547e-12      -1.607850385310e-11       1.425123413973e-14      -1.257553856291e-13       4.307483563531e-13       1.964546139884e-14       5.473585878512e-15      -5.873559531543e-16 
  720       2.675145391924e-10       4.686139139765e-12      -1.620691183041e-11       1.427254582401e-14      -1.255900567863e-13       4.370736059146e-13       1.954564826098e-14       5.479340234645e-15      -5.842237726585e-16 
  721       2.684877053295e-10       4.662233126651e-12      -1.633147414634e-11       1.429349632404e-14      -1.254045269125e-13       4.433346801019e-13       1.944647852848e-14       5.484789983312e-15      -5.810427166600e-16 
  722       2.694727688260e-10       4.637737444291e-12      -1.645213239566e-11       1.431408130022e-14      -1.251988838500e-13       4.495289030361e-13       1.934794722328e-14       5.489934948770e-15      -5.778141208673e-16 
  723       2.704692170329e-10       4.612663869988e-12      -1.656882781771e-11       1.433429638894e-14      -1.249732177132e-13       4.556535750553e-13       1.925004923339e-14       5.494774973427e-15      -5.745393381056e-16 
  724       2.714765309381e-10       4.587024343850e-12      -1.668150129546e-11       1.435413720256e-14      -1.247276208980e-13       4.617059726394e-13       1.915277931225e-14       5.499309917932e-15      -5.712197383773e-16 
  725       2.724941851434e-10       4.560830969392e-12      -1.679009335464e-11       1.437359932932e-14      -1.244621880906e-13       4.676833483358e-13       1.905613207821e-14       5.503539661257e-15      -5.678567089235e-16 
  726       2.735216478422e-10       4.534096014126e-12      -1.689454416289e-11       1.439267833329e-14      -1.241770162771e-13       4.735829306845e-13       1.896010201388e-14       5.507464100783e-15      -5.644516542851e-16 
  727       2.745583807962e-10       4.506831910155e-12      -1.699479352885e-11       1.441136975432e-14      -1.238722047526e-13       4.794019241435e-13       1.886468346564e-14       5.511083152384e-15      -5.610059963640e-16 
  728       2.756038393132e-10       4.479051254770e-12      -1.709078090129e-11       1.442966910797e-14      -1.235478551309e-13       4.851375090138e-13       1.876987064298e-14       5.514396750510e-15      -5.575211744841e-16 
  729       2.766574722240e-10       4.450766811040e-12      -1.718244536823e-11       1.444757188546e-14      -1.232040713531e-13       4.907868413650e-13       1.867565761798e-14       5.517404848274e-15      -5.539986454525e-16 
  730       2.777187218597e-10       4.421991508410e-12      -1.726972565604e-11       1.446507355363e-14      -1.228409596974e-13       4.963470529605e-13       1.858203832473e-14       5.520107417535e-15      -5.504398836207e-16 
  731       2.787870240293e-10       4.392738443293e-12      -1.735256012861e-11       1.448216955484e-14      -1.224586287884e-13       5.018152511825e-13       1.848900655870e-14       5.522504448984e-15      -5.468463809459e-16 
  732       2.798618079967e-10       4.363020879664e-12      -1.743088678641e-11       1.449885530695e-14      -1.220571896058e-13       5.071885189578e-13       1.839655597623e-14       5.524595952227e-15      -5.432196470518e-16 
  733       2.809424964578e-10       4.332852249656e-12      -1.750464326563e-11       1.451512620323e-14      -1.216367554944e-13       5.124639146825e-13       1.830468009391e-14       5.526381955869e-15      -5.395612092901e-16 
  734       2.820285055182e-10       4.302246154153e-12      -1.757376683734e-11       1.453097761233e-14      -1.211974421729e-13       5.176384721479e-13       1.821337228804e-14       5.527862507601e-15      -5.358726128013e-16 
  735       2.831192446699e-10       4.271216363385e-12      -1.763819440653e-11       1.454640487822e-14      -1.207393677434e-13       5.227092004651e-13       1.812262579400e-14       5.529037674284e-15      -5.321554205763e-16 
  736       2.842141167694e-10       4.239776817518e-12      -1.769786251131e-11       1.456140332012e-14      -1.202626527006e-13       5.276730839909e-13       1.803243370572e-14       5.529907542030e-15      -5.284112135169e-16 
  737       2.853125180139e-10       4.207941627256e-12      -1.775270732196e-11       1.457596823242e-14      -1.197674199409e-13       5.325270822527e-13       1.794278897508e-14       5.530472216292e-15      -5.246415904979e-16 
  738       2.864138379196e-10       4.175725074428e-12      -1.780266464013e-11       1.459009488470e-14      -1.192537947722e-13       5.372681298739e-13       1.785368441135e-14       5.530731821945e-15      -5.208481684272e-16 
  739       2.875174907902e-10       4.143141511749e-12      -1.784768233625e-11       1.460377955185e-14      -1.187219344016e-13       5.418935017328e-13       1.776511363541e-14       5.530686428764e-15      -5.170323120764e-16 
  740       2.886230108527e-10       4.110205058722e-12      -1.788775793321e-11       1.461702262727e-14      -1.181721170209e-13       5.464019164962e-13       1.767707396428e-14       5.530335826074e-15      -5.131943175977e-16 
  741       2.897299589544e-10       4.076929900911e-12      -1.792290176279e-11       1.462982557106e-14      -1.176046544981e-13       5.507924547187e-13       1.758956358239e-14       5.529679743819e-15      -5.093342130126e-16 
  742       2.908378912255e-10       4.043330390801e-12      -1.795312459629e-11       1.464218988545e-14      -1.170198630732e-13       5.550641955868e-13       1.750258059155e-14       5.528717926838e-15      -5.054520269858e-16 
  743       2.919463590631e-10       4.009421048376e-12      -1.797843764637e-11       1.465411711498e-14      -1.164180633739e-13       5.592162169246e-13       1.741612301058e-14       5.527450134929e-15      -5.015477888265e-16 
  744       2.930549091154e-10       3.975216561686e-12      -1.799885256895e-11       1.466560884667e-14      -1.157995804319e-13       5.632475951996e-13       1.733018877497e-14       5.525876142917e-15      -4.976215284911e-16 
  745       2.941630832659e-10       3.940731787422e-12      -1.801438146499e-11       1.467666671020e-14      -1.151647436976e-13       5.671574055275e-13       1.724477573647e-14       5.523995740725e-15      -4.936732765839e-16 
  746       2.952704186175e-10       3.905981751487e-12      -1.802503688238e-11       1.468729237805e-14      -1.145138870569e-13       5.709447216779e-13       1.715988166274e-14       5.521808733442e-15      -4.897030643599e-16 
