# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:EB                     7:TB                     8:phiphi                 9:TPhi                  10:Ephi               
 1789       4.982046761209e-11       1.060790491945e-12      -1.618220547988e-12       9.611711347203e-15      -3.808853540227e-14       1.308130229277e-13       5.481281000258e-16       3.002775459598e-17      -9.601204442881e-19 
 1790       4.969548407210e-11       1.060230312503e-12      -1.588065267875e-12       9.592131064977e-15      -3.793337363891e-14       1.288384622412e-13       5.468267079492e-16       3.072300872824e-17      -1.226800097537e-18 
 1791       4.956887119444e-11       1.059859483674e-12      -1.558255045134e-12       9.572824469242e-15      -3.778667411651e-14       1.268695805569e-13       5.455289563990e-16       3.142159797239e-17      -1.492674249832e-18 
 1792       4.944065081234e-11       1.059676990506e-12      -1.528802872870e-12       9.553795732902e-15      -3.764847038871e-14       1.249072202395e-13       5.442348310074e-16       3.212331412339e-17      -1.757729421851e-18 
 1793       4.931085599041e-11       1.059680464951e-12      -1.499715673165e-12       9.535045881628e-15      -3.751871688021e-14       1.229520050641e-13       5.429443216337e-16       3.282801481608e-17      -2.021917270476e-18 
 1794       4.917952273882e-11       1.059867189286e-12      -1.470998861591e-12       9.516575150652e-15      -3.739734789697e-14       1.210045058562e-13       5.416574191147e-16       3.353557374388e-17      -2.285180536506e-18 
 1795       4.904668724320e-11       1.060234431574e-12      -1.442657873275e-12       9.498383772705e-15      -3.728429735470e-14       1.190652958731e-13       5.403741141777e-16       3.424586401488e-17      -2.547461719504e-18 
 1796       4.891238586495e-11       1.060779445641e-12      -1.414698162928e-12       9.480471978012e-15      -3.717949877824e-14       1.171349508064e-13       5.390943974408e-16       3.495875815103e-17      -2.808703077477e-18 
 1797       4.877665514143e-11       1.061499471055e-12      -1.387125204865e-12       9.462839994288e-15      -3.708288530102e-14       1.152140487860e-13       5.378182594124e-16       3.567412808731e-17      -3.068846626537e-18 
 1798       4.863953178626e-11       1.062391733106e-12      -1.359944493034e-12       9.445488046732e-15      -3.699438966441e-14       1.133031703830e-13       5.365456904912e-16       3.639184517091e-17      -3.327834140582e-18 
 1799       4.850105268956e-11       1.063453442785e-12      -1.333161541038e-12       9.428416358019e-15      -3.691394421717e-14       1.114028986132e-13       5.352766809659e-16       3.711178016042e-17      -3.585607150963e-18 
 1800       4.836125491817e-11       1.064681796763e-12      -1.306781882163e-12       9.411625148300e-15      -3.684148091484e-14       1.095138189403e-13       5.340112210148e-16       3.783380322498e-17      -3.842106946155e-18 
 1801       4.822017571594e-11       1.066073977371e-12      -1.280811069400e-12       9.395114635195e-15      -3.677693131918e-14       1.076365192795e-13       5.327493007061e-16       3.855778394349e-17      -4.097274571433e-18 
 1802       4.807785250395e-11       1.067627152580e-12      -1.255254675471e-12       9.378885033782e-15      -3.672022659752e-14       1.057715900006e-13       5.314909099973e-16       3.928359130373e-17      -4.351050828536e-18 
 1803       4.793432288080e-11       1.069338475975e-12      -1.230118292856e-12       9.362936556602e-15      -3.667129752226e-14       1.039196239311e-13       5.302360387352e-16       4.001109370162e-17      -4.603376275348e-18 
 1804       4.778962462281e-11       1.071205086743e-12      -1.205407533813e-12       9.347269413646e-15      -3.663007447019e-14       1.020812163602e-13       5.289846766556e-16       4.074015894034e-17      -4.854191225562e-18 
 1805       4.764379568430e-11       1.073224109645e-12      -1.181128030410e-12       9.331883812351e-15      -3.659648742198e-14       1.002569650414e-13       5.277368133832e-16       4.147065422949e-17      -5.103435748353e-18 
 1806       4.749687419785e-11       1.075392654996e-12      -1.157285434545e-12       9.316779957598e-15      -3.657046596151e-14       9.844747019629e-14       5.264924384314e-16       4.220244618435e-17      -5.351049668055e-18 
 1807       4.734889847452e-11       1.077707818649e-12      -1.133885417970e-12       9.301958051704e-15      -3.655193927535e-14       9.665333451768e-14       5.252515412019e-16       4.293540082496e-17      -5.596972563825e-18 
 1808       4.719990700413e-11       1.080166681970e-12      -1.110933672320e-12       9.287418294415e-15      -3.654083615215e-14       9.487516317299e-14       5.240141109850e-16       4.366938357537e-17      -5.841143769320e-18 
 1809       4.704993845550e-11       1.082766311816e-12      -1.088435909137e-12       9.273160882908e-15      -3.653708498201e-14       9.311356380755e-14       5.227801369588e-16       4.440425926276e-17      -6.083502372365e-18 
 1810       4.689903167668e-11       1.085503760520e-12      -1.066397859893e-12       9.259186011776e-15      -3.654061375597e-14       9.136914654792e-14       5.215496081895e-16       4.513989211668e-17      -6.323987214628e-18 
 1811       4.674722569524e-11       1.088376065865e-12      -1.044825276017e-12       9.245493873030e-15      -3.655135006534e-14       8.964252400526e-14       5.203225136309e-16       4.587614576816e-17      -6.562536891288e-18 
 1812       4.659455971850e-11       1.091380251064e-12      -1.023723928917e-12       9.232084656092e-15      -3.656922110116e-14       8.793431127860e-14       5.190988421243e-16       4.661288324895e-17      -6.799089750710e-18 
 1813       4.644107313377e-11       1.094513324742e-12      -1.003099610009e-12       9.218958547788e-15      -3.659415365359e-14       8.624512595817e-14       5.178785823986e-16       4.734996699064e-17      -7.033583894115e-18 
 1814       4.628680550860e-11       1.097772280913e-12      -9.829581307404e-13       9.206115732343e-15      -3.662607411134e-14       8.457558812879e-14       5.166617230695e-16       4.808725882388e-17      -7.265957175250e-18 
 1815       4.613179659108e-11       1.101154098959e-12      -9.633053226132e-13       9.193556391379e-15      -3.666490846105e-14       8.292632037310e-14       5.154482526397e-16       4.882461997755e-17      -7.496147200063e-18 
 1816       4.597608631002e-11       1.104655743609e-12      -9.441470372114e-13       9.181280703906e-15      -3.671058228673e-14       8.129794777497e-14       5.142381594990e-16       4.956191107790e-17      -7.724091326372e-18 
 1817       4.581971477524e-11       1.108274164922e-12      -9.254891462249e-13       9.169288846318e-15      -3.676302076917e-14       7.969109792277e-14       5.130314319233e-16       5.029899214778e-17      -7.949726663538e-18 
 1818       4.566272227783e-11       1.112006298259e-12      -9.073375414743e-13       9.157580992388e-15      -3.682214868530e-14       7.810640091271e-14       5.118280580752e-16       5.103572260578e-17      -8.172990072133e-18 
 1819       4.550514929036e-11       1.115849064272e-12      -8.896981349367e-13       9.146157313264e-15      -3.688789040768e-14       7.654448935218e-14       5.106280260033e-16       5.177196126544e-17      -8.393818163620e-18 
 1820       4.534703646717e-11       1.119799368872e-12      -8.725768587698e-13       9.135017977461e-15      -3.696016990386e-14       7.500599836305e-14       5.094313236424e-16       5.250756633437e-17      -8.612147300014e-18 
 1821       4.518842464461e-11       1.123854103217e-12      -8.559796653375e-13       9.124163150857e-15      -3.703891073578e-14       7.349156558504e-14       5.082379388128e-16       5.324239541350e-17      -8.827913593561e-18 
 1822       4.502935484128e-11       1.128010143689e-12      -8.399125272346e-13       9.113592996688e-15      -3.712403605923e-14       7.200183117899e-14       5.070478592207e-16       5.397630549620e-17      -9.041052906407e-18 
 1823       4.486986825828e-11       1.132264351870e-12      -8.243814373117e-13       9.103307675545e-15      -3.721546862323e-14       7.053743783020e-14       5.058610724576e-16       5.470915296748e-17      -9.251500850271e-18 
 1824       4.471000627947e-11       1.136613574524e-12      -8.093924087005e-13       9.093307345364e-15      -3.731313076941e-14       6.909903075178e-14       5.046775660002e-16       5.544079360319e-17      -9.459192786113e-18 
 1825       4.454981047174e-11       1.141054643579e-12      -7.949514748386e-13       9.083592161423e-15      -3.741694443150e-14       6.768725768796e-14       5.034973272102e-16       5.617108256913e-17      -9.664063823811e-18 
 1826       4.438932258521e-11       1.145584376099e-12      -7.810646894945e-13       9.074162276339e-15      -3.752683113466e-14       6.630276891743e-14       5.023203433344e-16       5.689987442030e-17      -9.866048821827e-18 
 1827       4.422858455353e-11       1.150199574268e-12      -7.677381267925e-13       9.065017840058e-15      -3.764271199493e-14       6.494621725661e-14       5.011466015040e-16       5.762702310005e-17      -1.006508238688e-17 
 1828       4.406763849410e-11       1.154897025372e-12      -7.549778812379e-13       9.056158999856e-15      -3.776450771865e-14       6.361825806305e-14       4.999760887346e-16       5.835238193923e-17      -1.026109887363e-17 
 1829       4.390652670832e-11       1.159673501769e-12      -7.427900677416e-13       9.047585900326e-15      -3.789213860184e-14       6.231954923871e-14       4.988087919264e-16       5.907580365541e-17      -1.045403238432e-17 
 1830       4.374529168189e-11       1.164525760879e-12      -7.311808216457e-13       9.039298683381e-15      -3.802552452964e-14       6.105075123330e-14       4.976446978634e-16       5.979714035202e-17      -1.064381676848e-17 
 1831       4.358397429315e-11       1.169450574837e-12      -7.201547439234e-13       9.031296899032e-15      -3.816457746042e-14       5.981243182423e-14       4.964837941382e-16       6.051625565799e-17      -1.083039881700e-17 
 1832       4.342260842230e-11       1.174444819773e-12      -7.097102231445e-13       9.023577732600e-15      -3.830917881371e-14       5.860477961780e-14       4.953260719342e-16       6.123306125421e-17      -1.101377796042e-17 
 1833       4.326122629965e-11       1.179505387207e-12      -6.998440761717e-13       9.016137763331e-15      -3.845920190036e-14       5.742788826485e-14       4.941715232651e-16       6.194748063733e-17      -1.119396688725e-17 
 1834       4.309986029367e-11       1.184629154412e-12      -6.905530995606e-13       9.008973552287e-15      -3.861451942061e-14       5.628185147621e-14       4.930201400522e-16       6.265943700546e-17      -1.137097837853e-17 
 1835       4.293854291126e-11       1.189812984395e-12      -6.818340695292e-13       9.002081642324e-15      -3.877500346319e-14       5.516676302260e-14       4.918719141243e-16       6.336885325778e-17      -1.154482530795e-17 
 1836       4.277730679787e-11       1.195053725877e-12      -6.736837419269e-13       8.995458558064e-15      -3.894052550446e-14       5.408271673458e-14       4.907268372174e-16       6.407565199417e-17      -1.171552064201e-17 
 1837       4.261618473772e-11       1.200348213273e-12      -6.660988522043e-13       8.989100805870e-15      -3.911095640756e-14       5.302980650242e-14       4.895849009747e-16       6.477975551477e-17      -1.188307744015e-17 
 1838       4.245520965399e-11       1.205693266673e-12      -6.590761153821e-13       8.983004873819e-15      -3.928616642159e-14       5.200812627606e-14       4.884460969464e-16       6.548108581964e-17      -1.204750885490e-17 
 1839       4.229441460896e-11       1.211085691820e-12      -6.526122260210e-13       8.977167231675e-15      -3.946602518067e-14       5.101777006500e-14       4.873104165894e-16       6.617956460835e-17      -1.220882813202e-17 
 1840       4.213383280427e-11       1.216522280095e-12      -6.467038581905e-13       8.971584330864e-15      -3.965040170315e-14       5.005883193824e-14       4.861778512674e-16       6.687511327961e-17      -1.236704861066e-17 
 1841       4.197349758104e-11       1.221999808493e-12      -6.413476654387e-13       8.966252604445e-15      -3.983916439075e-14       4.913140602418e-14       4.850483922505e-16       6.756765293085e-17      -1.252218372346e-17 
 1842       4.181344242009e-11       1.227515039603e-12      -6.365402807613e-13       8.961168467087e-15      -4.003218102764e-14       4.823558651058e-14       4.839220307151e-16       6.825710435786e-17      -1.267424699676e-17 
 1843       4.165370094213e-11       1.233064721594e-12      -6.322783165714e-13       8.956328315043e-15      -4.022931877966e-14       4.737146764441e-14       4.827987577439e-16       6.894338805439e-17      -1.282325205069e-17 
 1844       4.149430690791e-11       1.238645588186e-12      -6.285583646685e-13       8.951728526119e-15      -4.043044419340e-14       4.653914373183e-14       4.816785643256e-16       6.962642421175e-17      -1.296921259931e-17 
 1845       4.133529421848e-11       1.244254358640e-12      -6.253769962079e-13       8.947365459652e-15      -4.063542319538e-14       4.573870913808e-14       4.805614413546e-16       7.030613271844e-17      -1.311214245081e-17 
 1846       4.117669691528e-11       1.249887737731e-12      -6.227307616702e-13       8.943235456483e-15      -4.084412109118e-14       4.497025828740e-14       4.794473796313e-16       7.098243315977e-17      -1.325205550760e-17 
 1847       4.101854918040e-11       1.255542415733e-12      -6.206161908307e-13       8.939334838928e-15      -4.105640256458e-14       4.423388566294e-14       4.783363698614e-16       7.165524481744e-17      -1.338896576646e-17 
 1848       4.086088533675e-11       1.261215068397e-12      -6.190297927285e-13       8.935659910756e-15      -4.127213167668e-14       4.352968580672e-14       4.772284026561e-16       7.232448666917e-17      -1.352288731872e-17 
 1849       4.070373984823e-11       1.266902356930e-12      -6.179680556361e-13       8.932206957159e-15      -4.149117186510e-14       4.285775331951e-14       4.761234685318e-16       7.299007738831e-17      -1.365383435037e-17 
 1850       4.054714731991e-11       1.272600927978e-12      -6.174274470287e-13       8.928972244727e-15      -4.171338594306e-14       4.221818286074e-14       4.750215579100e-16       7.365193534346e-17      -1.378182114220e-17 
 1851       4.039114249826e-11       1.278307413606e-12      -6.174044135535e-13       8.925952021423e-15      -4.193863609856e-14       4.161106914846e-14       4.739226611170e-16       7.430997859804e-17      -1.390686206997e-17 
 1852       4.023576027130e-11       1.284018431277e-12      -6.178953809992e-13       8.923142516553e-15      -4.216678389350e-14       4.103650695922e-14       4.728267683841e-16       7.496412490998e-17      -1.402897160453e-17 
 1853       4.008103566878e-11       1.289730583833e-12      -6.188967542652e-13       8.920539940745e-15      -4.239769026284e-14       4.049459112802e-14       4.717338698469e-16       7.561429173126e-17      -1.414816431198e-17 
 1854       3.992700386241e-11       1.295440459473e-12      -6.204049173309e-13       8.918140485917e-15      -4.263121551372e-14       3.998541654819e-14       4.706439555457e-16       7.626039620753e-17      -1.426445485380e-17 
 1855       3.977370016599e-11       1.301144631739e-12      -6.224162332256e-13       8.915940325255e-15      -4.286721932462e-14       3.950907817136e-14       4.695570154250e-16       7.690235517777e-17      -1.437785798700e-17 
 1856       3.962116003564e-11       1.306839659490e-12      -6.249270439970e-13       8.913935613185e-15      -4.310556074451e-14       3.906567100733e-14       4.684730393333e-16       7.754008517386e-17      -1.448838856428e-17 
 1857       3.946941906997e-11       1.312522086885e-12      -6.279336706812e-13       8.912122485347e-15      -4.334609819196e-14       3.865529012401e-14       4.673920170233e-16       7.817350242018e-17      -1.459606153414e-17 
 1858       3.931851301027e-11       1.318188443364e-12      -6.314324132721e-13       8.910497058566e-15      -4.358868945430e-14       3.827803064736e-14       4.663139381512e-16       7.880252283327e-17      -1.470089194104e-17 
 1859       3.916847774068e-11       1.323835243628e-12      -6.354195506902e-13       8.909055430832e-15      -4.383319168677e-14       3.793398776125e-14       4.652387922772e-16       7.942706202140e-17      -1.480289492556e-17 
 1860       3.901934928842e-11       1.329458987618e-12      -6.398913407525e-13       8.907793681267e-15      -4.407946141165e-14       3.762325670745e-14       4.641665688648e-16       8.004703528419e-17      -1.490208572450e-17 
 1861       3.887116382391e-11       1.335056160496e-12      -6.448440201416e-13       8.906707870102e-15      -4.432735451740e-14       3.734593278548e-14       4.630972572807e-16       8.066235761223e-17      -1.499847967110e-17 
 1862       3.872395766103e-11       1.340623232625e-12      -6.502738043752e-13       8.905794038651e-15      -4.457672625781e-14       3.710211135261e-14       4.620308467952e-16       8.127294368670e-17      -1.509209219508e-17 
 1863       3.857776725725e-11       1.346156659551e-12      -6.561768877753e-13       8.905048209284e-15      -4.482743125114e-14       3.689188782367e-14       4.609673265811e-16       8.187870787895e-17      -1.518293882289e-17 
 1864       3.843262921384e-11       1.351652881981e-12      -6.625494434377e-13       8.904466385398e-15      -4.507932347925e-14       3.671535767109e-14       4.599066857144e-16       8.247956425015e-17      -1.527103517775e-17 
 1865       3.828858027606e-11       1.357108325763e-12      -6.693876232013e-13       8.904044551396e-15      -4.533225628677e-14       3.657261642471e-14       4.588489131738e-16       8.307542655086e-17      -1.535639697989e-17 
 1866       3.814565733333e-11       1.362519401870e-12      -6.766875576175e-13       8.903778672657e-15      -4.558608238021e-14       3.646375967178e-14       4.577939978403e-16       8.366620822068e-17      -1.543904004664e-17 
 1867       3.800389741943e-11       1.367882506377e-12      -6.844453559196e-13       8.903664695510e-15      -4.584065382712e-14       3.638888305683e-14       4.567419284975e-16       8.425182238784e-17      -1.551898029257e-17 
 1868       3.786333771270e-11       1.373194020440e-12      -6.926571059919e-13       8.903698547209e-15      -4.609582205521e-14       3.634808228160e-14       4.556926938312e-16       8.483218186882e-17      -1.559623372965e-17 
 1869       3.772401553618e-11       1.378450310280e-12      -7.013188743395e-13       8.903876135905e-15      -4.635143785154e-14       3.634145310498e-14       4.546462824293e-16       8.540719916794e-17      -1.567081646740e-17 
 1870       3.758596392797e-11       1.383648042637e-12      -7.104259614918e-13       8.904193256154e-15      -4.660735819644e-14       3.636901397663e-14       4.536026835693e-16       8.597681020863e-17      -1.574274566554e-17 
 1871       3.744919831385e-11       1.388785133873e-12      -7.199706619043e-13       8.904645304685e-15      -4.686346682570e-14       3.643047327613e-14       4.525618895889e-16       8.654104573083e-17      -1.581204239982e-17 
 1872       3.731372973071e-11       1.393859808254e-12      -7.299444864651e-13       8.905227562352e-15      -4.711965382761e-14       3.652546025210e-14       4.515238935336e-16       8.709996045157e-17      -1.587872881893e-17 
 1873       3.717956924699e-11       1.398870283147e-12      -7.403389054126e-13       8.905935288374e-15      -4.737580882212e-14       3.665360222040e-14       4.504886883709e-16       8.765360938446e-17      -1.594282719414e-17 
 1874       3.704672796272e-11       1.403814769004e-12      -7.511453482796e-13       8.906763720304e-15      -4.763182096019e-14       3.681452456134e-14       4.494562669896e-16       8.820204784012e-17      -1.600435991953e-17 
 1875       3.691521700957e-11       1.408691469359e-12      -7.623552038367e-13       8.907708073999e-15      -4.788757892323e-14       3.700785071702e-14       4.484266222001e-16       8.874533142664e-17      -1.606334951214e-17 
 1876       3.678504755084e-11       1.413498580817e-12      -7.739598200366e-13       8.908763543589e-15      -4.814297092237e-14       3.723320218853e-14       4.473997467339e-16       8.928351604997e-17      -1.611981861213e-17 
 1877       3.665623078155e-11       1.418234293042e-12      -7.859505039577e-13       8.909925301452e-15      -4.839788469795e-14       3.749019853325e-14       4.463756332440e-16       8.981665791437e-17      -1.617378998300e-17 
 1878       3.652877792844e-11       1.422896788755e-12      -7.983185217479e-13       8.911188498178e-15      -4.865220751883e-14       3.777845736211e-14       4.453542743042e-16       9.034481352280e-17      -1.622528651173e-17 
 1879       3.640270025001e-11       1.427484243716e-12      -8.110550985685e-13       8.912548262544e-15      -4.890582618175e-14       3.809759433684e-14       4.443356624091e-16       9.086803967739e-17      -1.627433120897e-17 
 1880       3.627800903655e-11       1.431994826724e-12      -8.241514185378e-13       8.913999701486e-15      -4.915862701079e-14       3.844722316726e-14       4.433197899744e-16       9.138639347983e-17      -1.632094720922e-17 
 1881       3.615471561020e-11       1.436426699603e-12      -8.375986246754e-13       8.915537900063e-15      -4.941049585664e-14       3.882695560852e-14       4.423066493363e-16       9.189993233183e-17      -1.636515777099e-17 
 1882       3.603283132495e-11       1.440778017194e-12      -8.513878188456e-13       8.917157921432e-15      -4.966131809606e-14       3.923640145839e-14       4.412962327515e-16       9.240871393550e-17      -1.640698627698e-17 
 1883       3.591236756669e-11       1.445046927347e-12      -8.655100617014e-13       8.918854806820e-15      -4.991097863122e-14       3.967516855450e-14       4.402885323971e-16       9.291279629382e-17      -1.644645623430e-17 
 1884       3.579333575327e-11       1.449231570910e-12      -8.799563726282e-13       8.920623575489e-15      -5.015936188908e-14       4.014286277163e-14       4.392835403704e-16       9.341223771102e-17      -1.648359127456e-17 
 1885       3.567574733448e-11       1.453330081724e-12      -8.947177296879e-13       8.922459224711e-15      -5.040635182076e-14       4.063908801896e-14       4.382812486889e-16       9.390709679306e-17      -1.651841515414e-17 
 1886       3.555961379213e-11       1.457340586609e-12      -9.097850695623e-13       8.924356729737e-15      -5.065183190092e-14       4.116344623732e-14       4.372816492901e-16       9.439743244801e-17      -1.655095175429e-17 
 1887       3.544494664006e-11       1.461261205361e-12      -9.251492874974e-13       8.926311043768e-15      -5.089568512717e-14       4.171553739649e-14       4.362847340313e-16       9.488330388650e-17      -1.658122508135e-17 
 1888       3.533175742421e-11       1.465090050737e-12      -9.408012372469e-13       8.928317097922e-15      -5.113779401937e-14       4.229495949246e-14       4.352904946896e-16       9.536477062213e-17      -1.660925926692e-17 
 1889       3.522005772259e-11       1.468825228451e-12      -9.567317310161e-13       8.930369801209e-15      -5.137804061909e-14       4.290130854466e-14       4.342989229616e-16       9.584189247190e-17      -1.663507856803e-17 
 1890       3.510985914538e-11       1.472464837161e-12      -9.729315394057e-13       8.932464040502e-15      -5.161630648892e-14       4.353417859325e-14       4.333100104636e-16       9.631472955664e-17      -1.665870736731e-17 
 1891       3.500117333493e-11       1.476006968465e-12      -9.893913913557e-13       8.934594680501e-15      -5.185247271190e-14       4.419316169640e-14       4.323237487309e-16       9.678334230145e-17      -1.668017017318e-17 
 1892       3.489401196581e-11       1.479449706887e-12      -1.006101974089e-12       8.936756563709e-15      -5.208641989085e-14       4.487784792753e-14       4.313401292182e-16       9.724779143608e-17      -1.669949162000e-17 
 1893       3.478838674481e-11       1.482791129872e-12      -1.023053933056e-12       8.938944510403e-15      -5.231802814777e-14       4.558782537259e-14       4.303591432994e-16       9.770813799539e-17      -1.671669646831e-17 
 1894       3.468430941103e-11       1.486029307775e-12      -1.040237871878e-12       8.941153318600e-15      -5.254717712322e-14       4.632268012730e-14       4.293807822670e-16       9.816444331980e-17      -1.673180960491e-17 
 1895       3.458179173589e-11       1.489162303852e-12      -1.057644352289e-12       8.943377764030e-15      -5.277374597568e-14       4.708199629446e-14       4.284050373327e-16       9.861676905565e-17      -1.674485604312e-17 
 1896       3.448084552313e-11       1.492188174252e-12      -1.075263894084e-12       8.945612600107e-15      -5.299761338095e-14       4.786535598117e-14       4.274318996265e-16       9.906517715566e-17      -1.675586092292e-17 
 1897       3.438148260889e-11       1.495104968008e-12      -1.093086975058e-12       8.947852557899e-15      -5.321865753148e-14       4.867233929613e-14       4.264613601974e-16       9.950972987938e-17      -1.676484951114e-17 
 1898       3.428371486175e-11       1.497910727030e-12      -1.111104030953e-12       8.950092346098e-15      -5.343675613581e-14       4.950252434688e-14       4.254934100123e-16       9.995048979358e-17      -1.677184720159e-17 
 1899       3.418755418272e-11       1.500603486090e-12      -1.129305455401e-12       8.952326650990e-15      -5.365178641790e-14       5.035548723708e-14       4.245280399568e-16       1.003875197727e-16      -1.677687951532e-17 
 1900       3.409301250530e-11       1.503181272821e-12      -1.147681599869e-12       8.954550136426e-15      -5.386362511652e-14       5.123080206376e-14       4.235652408345e-16       1.008208829992e-16      -1.677997210073e-17 
 1901       3.400010179552e-11       1.505642107702e-12      -1.166222773598e-12       8.956757443793e-15      -5.407214848461e-14       5.212804091462e-14       4.226050033671e-16       1.012506429641e-16      -1.678115073375e-17 
 1902       3.390883405197e-11       1.507984004051e-12      -1.184919243553e-12       8.958943191983e-15      -5.427723228870e-14       5.304677386524e-14       4.216473181940e-16       1.016768634673e-16      -1.678044131807e-17 
 1903       3.381922130584e-11       1.510204968019e-12      -1.203761234364e-12       8.961101977367e-15      -5.447875180825e-14       5.398656897639e-14       4.206921758725e-16       1.020996086182e-16      -1.677786988524e-17 
 1904       3.373127562092e-11       1.512302998577e-12      -1.222738928269e-12       8.963228373759e-15      -5.467658183501e-14       5.494699229130e-14       4.197395668777e-16       1.025189428359e-16      -1.677346259490e-17 
 1905       3.364500909369e-11       1.514276087508e-12      -1.241842465060e-12       8.965316932392e-15      -5.487059667244e-14       5.592760783287e-14       4.187894816019e-16       1.029349308496e-16      -1.676724573496e-17 
 1906       3.356043385332e-11       1.516122219399e-12      -1.261061942025e-12       8.967362181888e-15      -5.506067013508e-14       5.692797760099e-14       4.178419103549e-16       1.033476376992e-16      -1.675924572173e-17 
 1907       3.347756206170e-11       1.517839371634e-12      -1.280387413892e-12       8.969358628224e-15      -5.524667554789e-14       5.794766156980e-14       4.168968433639e-16       1.037571287358e-16      -1.674948910013e-17 
 1908       3.339640591350e-11       1.519425514381e-12      -1.299808892774e-12       8.971300754709e-15      -5.542848574565e-14       5.898621768492e-14       4.159542707728e-16       1.041634696218e-16      -1.673800254387e-17 
 1909       3.331697352895e-11       1.520878993911e-12      -1.319316663225e-12       8.973183408399e-15      -5.560598832145e-14       6.004318202635e-14       4.150141833143e-16       1.045666732507e-16      -1.672481353999e-17 
 1910       3.323925659781e-11       1.522199685784e-12      -1.338902230163e-12       8.975002962659e-15      -5.577913150123e-14       6.111800913636e-14       4.140765743286e-16       1.049665400599e-16      -1.670995244793e-17 
 1911       3.316324264073e-11       1.523387850484e-12      -1.358557378104e-12       8.976756163460e-15      -5.594787861966e-14       6.221013122866e-14       4.131414377596e-16       1.053628164947e-16      -1.669345045658e-17 
 1912       3.308891910783e-11       1.524443750904e-12      -1.378273856658e-12       8.978439743716e-15      -5.611219290289e-14       6.331897797790e-14       4.122087674847e-16       1.057552479761e-16      -1.667533890157e-17 
 1913       3.301627337855e-11       1.525367652344e-12      -1.398043380490e-12       8.980050423270e-15      -5.627203746837e-14       6.444397651627e-14       4.112785573145e-16       1.061435789002e-16      -1.665564926546e-17 
 1914       3.294529276159e-11       1.526159822522e-12      -1.417857629269e-12       8.981584908875e-15      -5.642737532479e-14       6.558455143012e-14       4.103508009931e-16       1.065275526362e-16      -1.663441317792e-17 
 1915       3.287596449477e-11       1.526820531569e-12      -1.437708247624e-12       8.983039894180e-15      -5.657816937188e-14       6.674012475657e-14       4.094254921977e-16       1.069069115257e-16      -1.661166241595e-17 
 1916       3.280827574498e-11       1.527350052041e-12      -1.457586845098e-12       8.984412059711e-15      -5.672438240038e-14       6.791011598012e-14       4.085026245385e-16       1.072813968809e-16      -1.658742890406e-17 
 1917       3.274221360801e-11       1.527748658917e-12      -1.477484996104e-12       8.985698072854e-15      -5.686597709183e-14       6.909394202926e-14       4.075821915588e-16       1.076507489835e-16      -1.656174471449e-17 
 1918       3.267776510853e-11       1.528016629606e-12      -1.497394239875e-12       8.986894587840e-15      -5.700291601851e-14       7.029101727309e-14       4.066641867344e-16       1.080147070834e-16      -1.653464206739e-17 
 1919       3.261491719992e-11       1.528154243950e-12      -1.517306080422e-12       8.987998245728e-15      -5.713516164330e-14       7.150075351793e-14       4.057486034743e-16       1.083730093974e-16      -1.650615333103e-17 
 1920       3.255365676421e-11       1.528161784224e-12      -1.537211986486e-12       8.989005674384e-15      -5.726267631954e-14       7.272256000393e-14       4.048354351198e-16       1.087253931074e-16      -1.647631102199e-17 
 1921       3.249397061196e-11       1.528039535147e-12      -1.557103391496e-12       8.989913488471e-15      -5.738542229093e-14       7.395584340167e-14       4.039246749448e-16       1.090715943600e-16      -1.644514780538e-17 
 1922       3.243584548217e-11       1.527787783879e-12      -1.576971693515e-12       8.990718289426e-15      -5.750336169139e-14       7.520000780881e-14       4.030163161557e-16       1.094113482644e-16      -1.641269649499e-17 
 1923       3.237926804219e-11       1.527406820028e-12      -1.596808255206e-12       8.991416665447e-15      -5.761645654498e-14       7.645445474667e-14       4.021103518909e-16       1.097443888912e-16      -1.637899005356e-17 
 1924       3.232422488758e-11       1.526896935654e-12      -1.616604403773e-12       8.992005191474e-15      -5.772466876570e-14       7.771858315683e-14       4.012067752214e-16       1.100704492715e-16      -1.634406159292e-17 
 1925       3.227070254205e-11       1.526258425271e-12      -1.636351430928e-12       8.992480429174e-15      -5.782796015745e-14       7.899178939779e-14       4.003055791500e-16       1.103892613951e-16      -1.630794437420e-17 
 1926       3.221868745734e-11       1.525491585851e-12      -1.656040592834e-12       8.992838926923e-15      -5.792629241386e-14       8.027346724155e-14       3.994067566115e-16       1.107005562095e-16      -1.627067180806e-17 
 1927       3.216816601314e-11       1.524596716830e-12      -1.675663110067e-12       8.993077219788e-15      -5.801962711819e-14       8.156300787021e-14       3.985103004727e-16       1.110040636182e-16      -1.623227745485e-17 
